Author;AlgorithmID;ModelID;ModelName;Model_Features;Model_Constraints;SystemIteration;AlgorithmIteration;Timeout;InTime;NoError;Time;Size;T-Value;Validity;Valid Conditions;Coverage;ROIC;MSOC;FIMD;ICST;Runtime;Throughput;TotalCreatedBytes;TotalPauseTime;AveragePauseTime
Joshua Sprey;ICPL_t2;2;pc_i82544;1273;4300;3;1;600000;true;true;78447;66;2;1;2914252;1;-1;-1;-1;-1;75.93018;99.11355;20404;0.67308;0.07479
Joshua Sprey;ICPL_t2;2;pc_i82544;1273;4300;4;1;600000;true;true;76813;66;2;1;2914252;1;-1;-1;-1;-1;74.2573;99.0154;20346;0.73113;0.08124
Joshua Sprey;ICPL_t2;2;pc_i82544;1273;4300;5;1;600000;true;true;67732;70;2;1;2914252;1;-1;-1;-1;-1;63.79633;99.01128;15203;0.63077;0.07885
Joshua Sprey;ICPL_t2;3;frv400;1252;4192;1;1;600000;true;true;67239;69;2;1;2818244;1;-1;-1;-1;-1;64.86712;99.02259;25478;0.63401;0.0634
Joshua Sprey;ICPL_t2;3;frv400;1252;4192;2;1;600000;true;true;80611;69;2;1;2818244;1;-1;-1;-1;-1;78.16227;99.03445;25503;0.75469;0.07547
Joshua Sprey;ICPL_t2;3;frv400;1252;4192;3;1;600000;true;true;79280;67;2;1;2818244;1;-1;-1;-1;-1;76.71583;99.09495;20373;0.69432;0.07715
Joshua Sprey;ICPL_t2;3;frv400;1252;4192;4;1;600000;true;true;77290;67;2;1;2818244;1;-1;-1;-1;-1;73.39805;98.98565;15216;0.74451;0.09306
Joshua Sprey;ICPL_t2;3;frv400;1252;4192;5;1;600000;true;true;78999;67;2;1;2818244;1;-1;-1;-1;-1;76.63291;99.07211;20348;0.71107;0.07901
Joshua Sprey;ICPL_t2;4;flexanet;1279;4355;1;1;600000;true;true;82020;69;2;1;2918104;1;-1;-1;-1;-1;79.57563;99.13801;25490;0.68594;0.06859
Joshua Sprey;ICPL_t2;4;flexanet;1279;4355;2;1;600000;true;true;85787;69;2;1;2918104;1;-1;-1;-1;-1;83.41542;99.15948;20393;0.70112;0.0779
Joshua Sprey;ICPL_t2;4;flexanet;1279;4355;3;1;600000;true;true;70884;69;2;1;2918104;1;-1;-1;-1;-1;66.24243;98.95051;15230;0.69521;0.0869
Joshua Sprey;ICPL_t2;4;flexanet;1279;4355;4;1;600000;true;true;88855;69;2;1;2918104;1;-1;-1;-1;-1;86.37224;99.21962;20385;0.67403;0.07489
Joshua Sprey;ICPL_t2;4;flexanet;1279;4355;5;1;600000;true;true;91086;69;2;1;2918104;1;-1;-1;-1;-1;88.57779;99.19303;25516;0.7148;0.07148
Joshua Sprey;ICPL_t2;5;picasso;1262;4280;1;1;600000;true;true;83400;68;2;1;2788176;1;-1;-1;-1;-1;79.36273;99.22707;15261;0.61342;0.07668
Joshua Sprey;ICPL_t2;5;picasso;1262;4280;2;1;600000;true;true;78866;64;2;1;2788176;1;-1;-1;-1;-1;76.15374;99.05989;15220;0.71593;0.08949
Joshua Sprey;ICPL_t2;5;picasso;1262;4280;3;1;600000;true;true;83495;68;2;1;2788176;1;-1;-1;-1;-1;80.963;99.04566;20362;0.77266;0.08585
Joshua Sprey;ICPL_t2;5;picasso;1262;4280;4;1;600000;true;true;67914;64;2;1;2788176;1;-1;-1;-1;-1;64.37772;98.93269;15244;0.68711;0.08589
Joshua Sprey;ICPL_t2;5;picasso;1262;4280;5;1;600000;true;true;68533;68;2;1;2788176;1;-1;-1;-1;-1;64.96701;99.01233;15215;0.64166;0.08021
Joshua Sprey;ICPL_t2;6;smdk2410;1280;4337;1;1;600000;true;true;93827;82;2;1;2856161;1;-1;-1;-1;-1;90.98994;99.25972;20374;0.67358;0.07484
Joshua Sprey;ICPL_t2;6;smdk2410;1280;4337;2;1;600000;true;true;93019;82;2;1;2856161;1;-1;-1;-1;-1;89.23334;99.25748;20349;0.66257;0.07362
Joshua Sprey;ICPL_t2;6;smdk2410;1280;4337;3;1;600000;true;true;90500;81;2;1;2856161;1;-1;-1;-1;-1;87.69121;99.26958;20369;0.64052;0.07117
Joshua Sprey;ICPL_t2;6;smdk2410;1280;4337;4;1;600000;true;true;90558;82;2;1;2856161;1;-1;-1;-1;-1;86.94106;99.21109;20402;0.68588;0.07621
Joshua Sprey;ICPL_t2;6;smdk2410;1280;4337;5;1;600000;true;true;88499;81;2;1;2856161;1;-1;-1;-1;-1;85.3586;99.30874;20464;0.59005;0.06556
Joshua Sprey;ICPL_t2;7;cerfpda;1305;4449;1;1;600000;true;true;91468;68;2;1;2995083;1;-1;-1;-1;-1;88.54905;99.35895;20452;0.56764;0.06307
Joshua Sprey;ICPL_t2;7;cerfpda;1305;4449;2;1;600000;true;true;91317;68;2;1;2995083;1;-1;-1;-1;-1;88.67829;99.2686;20445;0.64859;0.07207
Joshua Sprey;ICPL_t2;7;cerfpda;1305;4449;3;1;600000;true;true;90865;68;2;1;2995083;1;-1;-1;-1;-1;88.24984;99.31933;25641;0.60069;0.06007
Joshua Sprey;ICPL_t2;7;cerfpda;1305;4449;4;1;600000;true;true;90813;68;2;1;2995083;1;-1;-1;-1;-1;87.84286;99.34975;20443;0.5712;0.06347
Joshua Sprey;ICPL_t2;7;cerfpda;1305;4449;5;1;600000;true;true;89205;68;2;1;2995083;1;-1;-1;-1;-1;86.19044;99.23524;20446;0.65915;0.07324
Joshua Sprey;ICPL_t2;8;am31_sim;1179;3980;1;1;600000;true;true;64009;62;2;1;2435975;1;-1;-1;-1;-1;61.15452;98.86794;15203;0.69231;0.08654
Joshua Sprey;ICPL_t2;8;am31_sim;1179;3980;2;1;600000;true;true;62774;62;2;1;2435975;1;-1;-1;-1;-1;60.13146;98.87176;15200;0.67843;0.0848
Joshua Sprey;ICPL_t2;8;am31_sim;1179;3980;3;1;600000;true;true;52553;62;2;1;2435975;1;-1;-1;-1;-1;50.00858;98.68356;20303;0.65833;0.07315
Joshua Sprey;ICPL_t2;8;am31_sim;1179;3980;4;1;600000;true;true;63832;63;2;1;2435975;1;-1;-1;-1;-1;60.636;98.88462;15206;0.67632;0.08454
Joshua Sprey;ICPL_t2;8;am31_sim;1179;3980;5;1;600000;true;true;63662;63;2;1;2435975;1;-1;-1;-1;-1;59.37751;98.81272;12061;0.70498;0.07833
Joshua Sprey;ICPL_t2;9;at91sam7sek;1310;4447;1;1;600000;true;true;77508;65;2;1;2911511;1;-1;-1;-1;-1;74.74836;99.21141;20443;0.58945;0.06549
Joshua Sprey;ICPL_t2;9;at91sam7sek;1310;4447;2;1;600000;true;true;79483;65;2;1;2911511;1;-1;-1;-1;-1;75.33591;99.10569;15213;0.67374;0.08422
Joshua Sprey;ICPL_t2;9;at91sam7sek;1310;4447;3;1;600000;true;true;77678;65;2;1;2911511;1;-1;-1;-1;-1;74.9074;99.17237;20432;0.61996;0.06888
Joshua Sprey;ICPL_t2;9;at91sam7sek;1310;4447;4;1;600000;true;true;70324;65;2;1;2911511;1;-1;-1;-1;-1;67.6465;99.128;20421;0.58988;0.06554
Joshua Sprey;ICPL_t2;9;at91sam7sek;1310;4447;5;1;600000;true;true;79723;65;2;1;2911511;1;-1;-1;-1;-1;76.7176;99.09793;15246;0.69205;0.08651
Joshua Sprey;ICPL_t2;10;p2106;1263;4281;1;1;600000;true;true;74432;65;2;1;2777736;1;-1;-1;-1;-1;71.91313;99.09656;20397;0.64969;0.07219
Joshua Sprey;ICPL_t2;10;p2106;1263;4281;2;1;600000;true;true;74628;65;2;1;2777736;1;-1;-1;-1;-1;71.88783;99.0509;20349;0.68229;0.07581
Joshua Sprey;ICPL_t2;10;p2106;1263;4281;3;1;600000;true;true;71077;61;2;1;2777736;1;-1;-1;-1;-1;68.52439;98.94122;15227;0.72552;0.09069
Joshua Sprey;ICPL_t2;10;p2106;1263;4281;4;1;600000;true;true;73662;61;2;1;2777736;1;-1;-1;-1;-1;70.95233;99.05319;15218;0.67178;0.08397
Joshua Sprey;ICPL_t2;10;p2106;1263;4281;5;1;600000;true;true;64208;65;2;1;2777736;1;-1;-1;-1;-1;61.52984;98.9388;20349;0.65296;0.07255
Joshua Sprey;ICPL_t2;11;h8300h_sim;1196;4042;1;1;600000;true;true;57468;59;2;1;2480612;1;-1;-1;-1;-1;54.27406;98.87774;15207;0.6091;0.07614
Joshua Sprey;ICPL_t2;11;h8300h_sim;1196;4042;2;1;600000;true;true;65401;62;2;1;2480612;1;-1;-1;-1;-1;62.89868;99.0118;20375;0.62156;0.06906
Joshua Sprey;ICPL_t2;11;h8300h_sim;1196;4042;3;1;600000;true;true;57155;59;2;1;2480612;1;-1;-1;-1;-1;54.51264;98.84514;20314;0.62955;0.06995
Joshua Sprey;ICPL_t2;11;h8300h_sim;1196;4042;4;1;600000;true;true;67322;59;2;1;2480612;1;-1;-1;-1;-1;64.67006;98.94456;15210;0.68255;0.08532
Joshua Sprey;ICPL_t2;11;h8300h_sim;1196;4042;5;1;600000;true;true;64177;59;2;1;2480612;1;-1;-1;-1;-1;61.68207;99.03771;15207;0.59356;0.0742
Joshua Sprey;ICPL_t2;12;moab;1292;4388;1;1;600000;true;true;91534;70;2;1;2999878;1;-1;-1;-1;-1;88.7325;99.23595;20451;0.67796;0.07533
Joshua Sprey;ICPL_t2;12;moab;1292;4388;2;1;600000;true;true;95248;70;2;1;2999878;1;-1;-1;-1;-1;92.46383;99.33164;20456;0.61799;0.06867
Joshua Sprey;ICPL_t2;12;moab;1292;4388;3;1;600000;true;true;94875;70;2;1;2999878;1;-1;-1;-1;-1;91.94933;99.3233;20466;0.62222;0.06914
Joshua Sprey;ICPL_t2;12;moab;1292;4388;4;1;600000;true;true;93946;70;2;1;2999878;1;-1;-1;-1;-1;91.89321;99.25891;25579;0.68101;0.0681
Joshua Sprey;ICPL_t2;12;moab;1292;4388;5;1;600000;true;true;94278;70;2;1;2999878;1;-1;-1;-1;-1;91.69968;99.22083;25566;0.7145;0.07145
Joshua Sprey;ICPL_t2;13;stdeval1;1204;4078;1;1;600000;true;true;70852;63;2;1;2551675;1;-1;-1;-1;-1;68.16084;99.06082;15221;0.64015;0.08002
Joshua Sprey;ICPL_t2;13;stdeval1;1204;4078;2;1;600000;true;true;65573;66;2;1;2551675;1;-1;-1;-1;-1;60.78734;98.83277;15220;0.70953;0.08869
Joshua Sprey;ICPL_t2;13;stdeval1;1204;4078;3;1;600000;true;true;62389;63;2;1;2551675;1;-1;-1;-1;-1;59.87891;98.88114;20357;0.66996;0.07444
Joshua Sprey;ICPL_t2;13;stdeval1;1204;4078;4;1;600000;true;true;62084;63;2;1;2551675;1;-1;-1;-1;-1;59.40807;98.83307;15212;0.69325;0.08666
Joshua Sprey;ICPL_t2;13;stdeval1;1204;4078;5;1;600000;true;true;70474;66;2;1;2551675;1;-1;-1;-1;-1;67.61879;98.91304;15194;0.73499;0.09187
Joshua Sprey;ICPL_t2;14;ts6;1254;4249;1;1;600000;true;true;82232;67;2;1;2846107;1;-1;-1;-1;-1;79.7303;99.08935;20414;0.72606;0.08067
Joshua Sprey;ICPL_t2;14;ts6;1254;4249;2;1;600000;true;true;69847;67;2;1;2846107;1;-1;-1;-1;-1;67.43214;98.80745;20344;0.80416;0.08935
Joshua Sprey;ICPL_t2;14;ts6;1254;4249;3;1;600000;true;true;81310;67;2;1;2846107;1;-1;-1;-1;-1;78.82987;99.02568;20343;0.76805;0.08534
Joshua Sprey;ICPL_t2;14;ts6;1254;4249;4;1;600000;true;true;68393;66;2;1;2846107;1;-1;-1;-1;-1;65.52739;98.943;20266;0.69263;0.07696
Joshua Sprey;ICPL_t2;14;ts6;1254;4249;5;1;600000;true;true;77195;66;2;1;2846107;1;-1;-1;-1;-1;74.60586;99.06701;20304;0.69607;0.07734
Joshua Sprey;ICPL_t2;15;pc_i82559;1273;4300;1;1;600000;true;true;78732;74;2;1;2914252;1;-1;-1;-1;-1;75.8674;99.01437;20364;0.74777;0.08309
Joshua Sprey;ICPL_t2;15;pc_i82559;1273;4300;2;1;600000;true;true;80971;68;2;1;2914252;1;-1;-1;-1;-1;78.29644;99.15703;20361;0.66001;0.07333
Joshua Sprey;ICPL_t2;15;pc_i82559;1273;4300;3;1;600000;true;true;80540;68;2;1;2914252;1;-1;-1;-1;-1;75.55285;99.04991;15223;0.71782;0.08973
Joshua Sprey;ICPL_t2;15;pc_i82559;1273;4300;4;1;600000;true;true;69304;68;2;1;2914252;1;-1;-1;-1;-1;66.85191;98.93708;20367;0.71058;0.07895
Joshua Sprey;ICPL_t2;15;pc_i82559;1273;4300;5;1;600000;true;true;81208;68;2;1;2914252;1;-1;-1;-1;-1;78.7427;99.09022;25553;0.71638;0.07164
Joshua Sprey;ICPL_t2;16;sparclite_sim;1182;3994;1;1;600000;true;true;65823;63;2;1;2453770;1;-1;-1;-1;-1;63.04968;98.90845;20333;0.68822;0.07647
Joshua Sprey;ICPL_t2;16;sparclite_sim;1182;3994;2;1;600000;true;true;67595;63;2;1;2453770;1;-1;-1;-1;-1;64.91536;98.91749;20322;0.70272;0.07808
Joshua Sprey;ICPL_t2;16;sparclite_sim;1182;3994;3;1;600000;true;true;62463;61;2;1;2453770;1;-1;-1;-1;-1;59.80758;98.87626;15206;0.67208;0.08401
Joshua Sprey;ICPL_t2;16;sparclite_sim;1182;3994;4;1;600000;true;true;61857;61;2;1;2453770;1;-1;-1;-1;-1;59.40176;99.00037;20325;0.5938;0.06598
Joshua Sprey;ICPL_t2;16;sparclite_sim;1182;3994;5;1;600000;true;true;66326;63;2;1;2453770;1;-1;-1;-1;-1;63.62759;98.90262;20246;0.69824;0.07758
Joshua Sprey;ICPL_t2;17;ixdp425;1261;4269;1;1;600000;true;true;78856;64;2;1;2821167;1;-1;-1;-1;-1;76.35336;99.08852;20349;0.69595;0.07733
Joshua Sprey;ICPL_t2;17;ixdp425;1261;4269;2;1;600000;true;true;75702;67;2;1;2821167;1;-1;-1;-1;-1;72.92103;99.05892;15200;0.68625;0.08578
Joshua Sprey;ICPL_t2;17;ixdp425;1261;4269;3;1;600000;true;true;80034;64;2;1;2821167;1;-1;-1;-1;-1;76.12228;99.03961;15224;0.73107;0.09138
Joshua Sprey;ICPL_t2;17;ixdp425;1261;4269;4;1;600000;true;true;78745;64;2;1;2821167;1;-1;-1;-1;-1;75.52038;99.09013;15208;0.68713;0.08589
Joshua Sprey;ICPL_t2;17;ixdp425;1261;4269;5;1;600000;true;true;77461;67;2;1;2821167;1;-1;-1;-1;-1;74.93447;99.00294;20299;0.74714;0.08302
Joshua Sprey;ICPL_t2;18;innovator;1271;4302;1;1;600000;true;true;86643;87;2;1;2883556;1;-1;-1;-1;-1;83.68994;99.1634;20382;0.70015;0.07779
Joshua Sprey;ICPL_t2;18;innovator;1271;4302;2;1;600000;true;true;85176;86;2;1;2883556;1;-1;-1;-1;-1;81.83721;99.27242;20458;0.59543;0.06616
Joshua Sprey;ICPL_t2;18;innovator;1271;4302;3;1;600000;true;true;102232;86;2;1;2883556;1;-1;-1;-1;-1;99.63639;99.29845;30689;0.699;0.06355
Joshua Sprey;ICPL_t2;18;innovator;1271;4302;4;1;600000;true;true;100625;87;2;1;2883556;1;-1;-1;-1;-1;98.10516;99.33897;25555;0.64851;0.06485
Joshua Sprey;ICPL_t2;18;innovator;1271;4302;5;1;600000;true;true;101608;87;2;1;2883556;1;-1;-1;-1;-1;98.59754;99.29334;25508;0.69675;0.06967
Joshua Sprey;ICPL_t2;19;asb;1245;4165;1;1;600000;true;true;73413;60;2;1;2715456;1;-1;-1;-1;-1;70.55316;99.08794;15207;0.64349;0.08044
Joshua Sprey;ICPL_t2;19;asb;1245;4165;2;1;600000;true;true;79078;62;2;1;2715456;1;-1;-1;-1;-1;75.49495;99.0269;15200;0.73464;0.09183
Joshua Sprey;ICPL_t2;19;asb;1245;4165;3;1;600000;true;true;67011;62;2;1;2715456;1;-1;-1;-1;-1;64.32275;98.87185;20296;0.72566;0.08063
Joshua Sprey;ICPL_t2;19;asb;1245;4165;4;1;600000;true;true;74902;60;2;1;2715456;1;-1;-1;-1;-1;72.37984;99.16249;20401;0.60619;0.06735
Joshua Sprey;ICPL_t2;19;asb;1245;4165;5;1;600000;true;true;76752;62;2;1;2715456;1;-1;-1;-1;-1;74.35198;99.13145;20346;0.64578;0.07175
Joshua Sprey;ICPL_t2;20;snds;1232;4182;1;1;600000;true;true;60678;66;2;1;2670449;1;-1;-1;-1;-1;57.38791;98.88736;15233;0.63852;0.07982
Joshua Sprey;ICPL_t2;20;snds;1232;4182;2;1;600000;true;true;71631;66;2;1;2670449;1;-1;-1;-1;-1;69.10746;98.99175;20326;0.69678;0.07742
Joshua Sprey;ICPL_t2;20;snds;1232;4182;3;1;600000;true;true;60777;66;2;1;2670449;1;-1;-1;-1;-1;58.31012;98.7115;16166;0.75133;0.07513
Joshua Sprey;ICPL_t2;20;snds;1232;4182;4;1;600000;true;true;61353;66;2;1;2670449;1;-1;-1;-1;-1;58.7261;98.93734;20364;0.62406;0.06934
Joshua Sprey;ICPL_t2;20;snds;1232;4182;5;1;600000;true;true;61240;67;2;1;2670449;1;-1;-1;-1;-1;58.76654;99.01621;20426;0.57814;0.06424
Joshua Sprey;ICPL_t2;21;mpc50;1227;4153;1;1;600000;true;true;70408;60;2;1;2585095;1;-1;-1;-1;-1;67.97253;99.10175;20370;0.61056;0.06784
Joshua Sprey;ICPL_t2;21;mpc50;1227;4153;2;1;600000;true;true;69422;60;2;1;2585095;1;-1;-1;-1;-1;66.89167;99.12551;20359;0.58496;0.065
Joshua Sprey;ICPL_t2;21;mpc50;1227;4153;3;1;600000;true;true;59157;60;2;1;2585095;1;-1;-1;-1;-1;55.53692;98.98215;15229;0.56528;0.07066
Joshua Sprey;ICPL_t2;21;mpc50;1227;4153;4;1;600000;true;true;70154;59;2;1;2585095;1;-1;-1;-1;-1;67.01043;98.98919;15236;0.67735;0.08467
Joshua Sprey;ICPL_t2;21;mpc50;1227;4153;5;1;600000;true;true;59608;60;2;1;2585095;1;-1;-1;-1;-1;57.19199;98.88084;15235;0.64007;0.08001
Joshua Sprey;ICPL_t2;22;pid;1243;4224;1;1;600000;true;true;70211;61;2;1;2674917;1;-1;-1;-1;-1;67.51708;99.09794;15217;0.60904;0.07613
Joshua Sprey;ICPL_t2;22;pid;1243;4224;2;1;600000;true;true;70336;63;2;1;2674917;1;-1;-1;-1;-1;67.80771;99.08751;20396;0.61874;0.06875
Joshua Sprey;ICPL_t2;22;pid;1243;4224;3;1;600000;true;true;62670;63;2;1;2674917;1;-1;-1;-1;-1;60.16983;99.01915;20411;0.59018;0.06558
Joshua Sprey;ICPL_t2;22;pid;1243;4224;4;1;600000;true;true;71464;61;2;1;2674917;1;-1;-1;-1;-1;68.57264;99.12385;15233;0.6008;0.0751
Joshua Sprey;ICPL_t2;22;pid;1243;4224;5;1;600000;true;true;70808;64;2;1;2674917;1;-1;-1;-1;-1;68.34673;99.05763;16193;0.64408;0.06441
Joshua Sprey;ICPL_t2;23;ocelot;1280;4270;1;1;600000;true;true;91652;70;2;1;2898309;1;-1;-1;-1;-1;88.97353;99.25762;20392;0.66052;0.07339
Joshua Sprey;ICPL_t2;23;ocelot;1280;4270;2;1;600000;true;true;92419;70;2;1;2898309;1;-1;-1;-1;-1;89.79774;99.22695;20334;0.69418;0.07713
Joshua Sprey;ICPL_t2;23;ocelot;1280;4270;3;1;600000;true;true;90673;70;2;1;2898309;1;-1;-1;-1;-1;88.06207;99.13637;25472;0.76053;0.07605
Joshua Sprey;ICPL_t2;23;ocelot;1280;4270;4;1;600000;true;true;89510;70;2;1;2898309;1;-1;-1;-1;-1;86.93133;99.20689;20371;0.68946;0.07661
Joshua Sprey;ICPL_t2;23;ocelot;1280;4270;5;1;600000;true;true;84863;70;2;1;2898309;1;-1;-1;-1;-1;82.33583;99.19556;20382;0.66235;0.07359
Joshua Sprey;ICPL_t2;24;prpmc1100;1237;4190;1;1;600000;true;true;70683;61;2;1;2653407;1;-1;-1;-1;-1;67.82516;99.07331;15244;0.62853;0.07857
Joshua Sprey;ICPL_t2;24;prpmc1100;1237;4190;2;1;600000;true;true;72118;64;2;1;2653407;1;-1;-1;-1;-1;68.31266;99.07994;15243;0.62852;0.07856
Joshua Sprey;ICPL_t2;24;prpmc1100;1237;4190;3;1;600000;true;true;72128;61;2;1;2653407;1;-1;-1;-1;-1;68.41327;99.07683;15220;0.63157;0.07895
Joshua Sprey;ICPL_t2;24;prpmc1100;1237;4190;4;1;600000;true;true;72384;64;2;1;2653407;1;-1;-1;-1;-1;69.78512;98.99797;20320;0.69927;0.0777
Joshua Sprey;ICPL_t2;24;prpmc1100;1237;4190;5;1;600000;true;true;61545;61;2;1;2653407;1;-1;-1;-1;-1;58.38926;98.85797;15213;0.66682;0.08335
Joshua Sprey;ICPL_t2;25;mb93093;1244;4167;1;1;600000;true;true;75702;66;2;1;2780437;1;-1;-1;-1;-1;72.68688;99.02377;15215;0.70959;0.0887
Joshua Sprey;ICPL_t2;25;mb93093;1244;4167;2;1;600000;true;true;74618;66;2;1;2780437;1;-1;-1;-1;-1;71.82884;99.07341;15201;0.66556;0.08319
Joshua Sprey;ICPL_t2;25;mb93093;1244;4167;3;1;600000;true;true;77312;66;2;1;2780437;1;-1;-1;-1;-1;74.03646;99.21084;15248;0.58427;0.07303
Joshua Sprey;ICPL_t2;25;mb93093;1244;4167;4;1;600000;true;true;83888;68;2;1;2780437;1;-1;-1;-1;-1;81.24871;99.09792;20340;0.73293;0.08144
Joshua Sprey;ICPL_t2;25;mb93093;1244;4167;5;1;600000;true;true;76107;66;2;1;2780437;1;-1;-1;-1;-1;73.63972;99.19962;20423;0.5894;0.06549
Joshua Sprey;ICPL_t2;26;pati;1262;4272;1;1;600000;true;true;63452;64;2;1;2809826;1;-1;-1;-1;-1;60.11087;98.87896;15221;0.67387;0.08423
Joshua Sprey;ICPL_t2;26;pati;1262;4272;2;1;600000;true;true;67582;66;2;1;2809826;1;-1;-1;-1;-1;65.20875;98.96781;25488;0.67308;0.06731
Joshua Sprey;ICPL_t2;26;pati;1262;4272;3;1;600000;true;true;72693;64;2;1;2809826;1;-1;-1;-1;-1;70.07378;99.04917;20324;0.66628;0.07403
Joshua Sprey;ICPL_t2;26;pati;1262;4272;4;1;600000;true;true;75512;64;2;1;2809826;1;-1;-1;-1;-1;71.75778;99.04524;15223;0.68511;0.08564
Joshua Sprey;ICPL_t2;26;pati;1262;4272;5;1;600000;true;true;66237;66;2;1;2809826;1;-1;-1;-1;-1;63.69267;98.92086;20358;0.68733;0.07637
Joshua Sprey;ICPL_t2;27;skmb91302;1231;4120;1;1;600000;true;true;65620;65;2;1;2669208;1;-1;-1;-1;-1;62.85537;98.96083;15216;0.65317;0.08165
Joshua Sprey;ICPL_t2;27;skmb91302;1231;4120;2;1;600000;true;true;63192;61;2;1;2669208;1;-1;-1;-1;-1;60.3965;98.99885;15224;0.60466;0.07558
Joshua Sprey;ICPL_t2;27;skmb91302;1231;4120;3;1;600000;true;true;76706;65;2;1;2669208;1;-1;-1;-1;-1;73.42313;99.0926;15220;0.66624;0.08328
Joshua Sprey;ICPL_t2;27;skmb91302;1231;4120;4;1;600000;true;true;71192;61;2;1;2669208;1;-1;-1;-1;-1;67.97918;98.97846;15226;0.69443;0.0868
Joshua Sprey;ICPL_t2;27;skmb91302;1231;4120;5;1;600000;true;true;71608;61;2;1;2669208;1;-1;-1;-1;-1;69.03529;98.93804;15231;0.73312;0.09164
Joshua Sprey;ICPL_t2;28;jmr3904;1213;4092;1;1;600000;true;true;71409;63;2;1;2569921;1;-1;-1;-1;-1;69.00891;98.99891;15204;0.69084;0.08636
Joshua Sprey;ICPL_t2;28;jmr3904;1213;4092;2;1;600000;true;true;73669;63;2;1;2569921;1;-1;-1;-1;-1;71.39727;99.09491;20325;0.64621;0.0718
Joshua Sprey;ICPL_t2;28;jmr3904;1213;4092;3;1;600000;true;true;70774;63;2;1;2569921;1;-1;-1;-1;-1;67.78433;99.11164;15234;0.60217;0.07527
Joshua Sprey;ICPL_t2;28;jmr3904;1213;4092;4;1;600000;true;true;71449;63;2;1;2569921;1;-1;-1;-1;-1;68.6537;99.07833;15226;0.63276;0.0791
Joshua Sprey;ICPL_t2;28;jmr3904;1213;4092;5;1;600000;true;true;61853;63;2;1;2569921;1;-1;-1;-1;-1;59.22124;98.79664;15224;0.71265;0.08908
Joshua Sprey;ICPL_t2;29;se77x9;1334;4512;1;1;600000;true;true;100140;77;2;1;3102054;1;-1;-1;-1;-1;97.21469;99.35116;20427;0.63076;0.07008
Joshua Sprey;ICPL_t2;29;se77x9;1334;4512;2;1;600000;true;true;96015;77;2;1;3102054;1;-1;-1;-1;-1;93.34046;99.31686;20471;0.63765;0.07085
Joshua Sprey;ICPL_t2;29;se77x9;1334;4512;3;1;600000;true;true;97122;77;2;1;3102054;1;-1;-1;-1;-1;93.92859;99.32864;20472;0.6306;0.07007
Joshua Sprey;ICPL_t2;29;se77x9;1334;4512;4;1;600000;true;true;97959;77;2;1;3102054;1;-1;-1;-1;-1;95.52015;99.30289;30537;0.66588;0.06053
Joshua Sprey;ICPL_t2;29;se77x9;1334;4512;5;1;600000;true;true;94956;77;2;1;3102054;1;-1;-1;-1;-1;92.27416;99.30792;25620;0.63861;0.06386
Joshua Sprey;ICPL_t2;30;vrc4373;1261;4216;1;1;600000;true;true;73178;63;2;1;2781684;1;-1;-1;-1;-1;70.69477;99.01236;15216;0.69821;0.08728
Joshua Sprey;ICPL_t2;30;vrc4373;1261;4216;2;1;600000;true;true;76076;62;2;1;2781684;1;-1;-1;-1;-1;72.62647;99.04965;15224;0.69021;0.08628
Joshua Sprey;ICPL_t2;30;vrc4373;1261;4216;3;1;600000;true;true;76087;62;2;1;2781684;1;-1;-1;-1;-1;73.07996;99.1082;15214;0.65173;0.08147
Joshua Sprey;ICPL_t2;30;vrc4373;1261;4216;4;1;600000;true;true;75443;62;2;1;2781684;1;-1;-1;-1;-1;72.93437;99.04927;20376;0.69341;0.07705
Joshua Sprey;ICPL_t2;30;vrc4373;1261;4216;5;1;600000;true;true;64519;62;2;1;2781684;1;-1;-1;-1;-1;61.23315;98.8643;15211;0.69542;0.08693
Joshua Sprey;ICPL_t2;31;iq80310;1272;4308;1;1;600000;true;true;81040;67;2;1;2882900;1;-1;-1;-1;-1;78.30554;99.17584;20395;0.64536;0.07171
Joshua Sprey;ICPL_t2;31;iq80310;1272;4308;2;1;600000;true;true;68013;65;2;1;2882900;1;-1;-1;-1;-1;65.36444;98.90272;20380;0.71723;0.07969
Joshua Sprey;ICPL_t2;31;iq80310;1272;4308;3;1;600000;true;true;78352;65;2;1;2882900;1;-1;-1;-1;-1;73.17268;99.07494;15221;0.67689;0.08461
Joshua Sprey;ICPL_t2;31;iq80310;1272;4308;4;1;600000;true;true;79374;67;2;1;2882900;1;-1;-1;-1;-1;77.01906;99.09429;20345;0.69757;0.07751
Joshua Sprey;ICPL_t2;31;iq80310;1272;4308;5;1;600000;true;true;77463;67;2;1;2882900;1;-1;-1;-1;-1;74.76664;99.03299;20325;0.723;0.08033
Joshua Sprey;ICPL_t2;32;mac7100evb;1248;4236;1;1;600000;true;true;72599;65;2;1;2708713;1;-1;-1;-1;-1;70.00901;99.07682;20345;0.64631;0.07181
Joshua Sprey;ICPL_t2;32;mac7100evb;1248;4236;2;1;600000;true;true;70041;65;2;1;2708713;1;-1;-1;-1;-1;66.72958;99.10911;15244;0.59449;0.07431
Joshua Sprey;ICPL_t2;32;mac7100evb;1248;4236;3;1;600000;true;true;71398;65;2;1;2708713;1;-1;-1;-1;-1;68.97025;98.9201;25458;0.74481;0.07448
